PC1,spam
-856756.1373806797,0
6695420.108942784,0
-856694.1346786381,0
-619108.3641016671,0
-855553.0565263676,0
-848017.1155945763,0
1922212.8330084803,1
356358.8452293762,0
2166076.9474234423,0
3175467.951406739,0
-856756.4046554838,1
44360.94705402409,0
-856756.5409082795,1
-599289.4998437653,0
4841219.329178203,1
-856756.1617075073,1
-754883.0007387431,0
-551223.5437894873,0
425929.1565027953,0
-856756.4074075898,1
-856745.1135793735,0
-856756.0372999429,1
-856756.2806988917,1
-528378.765445862,0
-856756.6592954027,0
-671677.0257769396,0
-428747.65438133996,0
1460896.8770606178,0
-856757.114470168,0
-259294.56521776598,0
-247940.0057380941,0
-856757.1141198617,1
-856756.1293149154,1
226219.849550933,1
-856756.4273514966,0
-381649.9608865978,1
3333103.498714078,1
-856756.1294855608,1
-856572.9496390398,0
4850414.328919984,1
-856212.6746306296,0
-856756.8461721161,0
-856755.9984411846,0
3566722.946983269,0
-856756.0172183169,0
8822869.871526318,1
2675578.7438248005,0
-856756.4426945444,1
-730552.8517073888,0
2335386.402998655,0
2631611.2596935937,0
-856755.9984840344,1
-856757.1145618128,0
-856756.0111303674,0
-855872.0010101843,0
-856756.822511087,0
-478881.0908420979,1
-779169.9992816802,1
-856381.2658578849,1
-838652.1087629009,1
-856756.7549339279,0
-856756.0835550334,1
727542.6281959742,0
-514808.30768917495,1
-856756.8546625447,1
-856745.1161686498,0
-607923.0188055602,0
-434995.49527834717,1
-852941.0197404732,0
-856756.5365625191,0
-856757.1141439122,1
-29910.028790963,0
-856304.0184086368,0
-856756.3638568904,1
-138129.4753026882,0
-856755.9985428404,1
-854177.3670307131,0
1080293.5231764014,0
1375535.6229078071,0
-856756.5980809613,1
-856756.1989236174,1
-856378.080273611,0
-839060.92661469,1
1299703.508324651,1
-856749.4081405784,0
-856754.8567716058,0
-856756.0115242025,1
-856756.7720695345,1
-838494.1087528946,1
-856745.1145532425,0
4168974.9307588623,0
2856528.7339661736,0
4959860.3265791945,1
-806868.8549528316,0
-856757.1141469814,1
-856756.5419242843,1
-821840.625738987,0
-856757.0314022804,0
-856756.19108905,1
-856755.9980021933,1
407544.5209036999,1
-160495.0147224099,1
-856756.6578918014,0
-856756.6426640844,0
7054393.603047827,0
7277249.653109886,1
-856619.8303836383,0
-855783.1614440666,0
-856756.6536123994,1
-856755.9984991265,1
-856757.1468635747,0
-743738.0998340915,0
-856756.7122289913,1
-856756.295219496,1
-488034.1190305896,0
-856757.0977570548,0
-856756.0237806122,1
-547374.3247678408,1
4850414.329068625,1
-856684.9779726306,0
-734731.2675156577,1
2283010.1590418997,0
-856756.3898101319,1
3170036.9479603376,1
-547984.3248803981,1
4303225.406455242,0
-856756.2040383472,0
155378.91825026576,0
-856755.9983622613,1
-375612.09250844625,1
-856756.0488631839,1
-836066.9985723034,1
4850414.3290665485,1
-856756.2390586433,1
-856757.1144160694,0
5347374.125339397,0
-811560.384439063,0
-846207.8996630121,0
-856756.481849487,1
-856715.9207911316,0
-856756.8700066151,1
-854507.0834855605,0
-856756.3192975986,1
-856757.1141556659,1
-856756.0090157845,1
-856756.2381037122,1
-856756.8328262955,0
-856756.6875500083,1
-619914.5852845937,0
-291759.39691694395,0
-856755.9986002467,1
-856756.0591654392,1
-856757.0078058828,0
-856756.0089089345,1
-824175.998882842,0
-530594.9085611345,0
446702.86183843587,0
-846103.435693179,0
-856212.6745198875,0
4471778.864427779,0
-856756.8557593665,1
-856641.8229035209,0
-159437.05715881893,0
9675173.166576296,1
-856756.1827394593,1
-814089.81575509,0
-856756.4113420356,1
-745903.0295933019,0
-856756.8544878414,1
-399791.16446744575,1
-856756.3897108156,1
-856756.6418020251,1
-689641.2648467594,1
-811623.1337386172,1
-836067.2590004785,0
515716.2230816713,0
-589236.8025443705,1
-856756.019125973,1
-854270.4130915607,0
-856756.3091972816,1
-852764.2381019894,0
-856754.8568811632,0
-856756.6989312933,1
2837373.9497065744,0
-856755.9986772827,1
4841219.3291825615,1
4850414.328919984,1
863920.313706457,0
2718197.7901263516,0
2435596.6026279405,0
-856756.007983392,1
-348985.3043428109,1
-854507.0828747869,0
-856756.8209121,0
-411184.0041819163,0
-703084.3106531809,0
-856745.1164913288,0
-856756.3898594831,1
-856755.9986165802,1
-856756.0010572539,1
1352145.4976464696,0
-798981.6230057236,0
1831226.9578165272,0
408305.45358062873,0
-833900.1211756107,0
-805595.1389784453,0
-856754.8570540417,0
2049059.5256030825,0
-756746.3651629454,0
-826822.3886436416,0
-856756.8556754394,1
-698840.4957615705,0
-800559.1491203572,1
4959860.326473675,1
1309381.2147778082,0
-856755.9984419385,0
-634703.6750382767,0
-856694.1347917384,0
-856441.3969691503,0
-856755.9983730979,1
-856757.114143968,1
-856756.2060242916,0
-854437.0831101803,0
-856756.6576041122,1
4850414.32889275,1
-856756.7496210058,1
-667022.540834502,0
7818474.765703421,0
-856756.0289998053,1
-856756.0161831634,1
-852080.3607635823,0
1950810.734803873,0
-658268.6938161767,0
-824589.0374926627,0
-856756.0096327411,0
-856756.3370486366,1
-856756.8542302169,1
-803442.7832173819,0
-856564.1948669414,0
-856756.109124039,1
-856756.0158527062,1
-852553.4514476558,0
-854494.2934859758,0
-856757.114110822,1
-856755.9991716914,1
7383384.628446753,1
-856756.0242405745,1
-240307.82988335763,0
-757563.3570010252,0
-856754.8568428567,0
-856756.0001070781,0
-856754.8567205735,0
-436640.01173489244,0
-856756.6433662664,0
-856756.0014410741,0
-856640.914462324,0
-856756.785877652,1
-359659.42564374726,0
-856458.186763078,0
-519592.25355771586,0
-854934.8698564718,0
-856756.5948955053,1
-396266.2990664971,0
4961240.339142011,0
-856756.3896663383,1
-847133.1620537352,0
4850414.328818576,1
-856756.0907088942,1
-856757.1469175667,0
-856756.2685402303,0
-853883.7187404472,0
-215023.00660905603,1
-856755.9983393854,1
-853080.0745190078,0
4501601.819302876,0
577118.6948070735,0
-850659.4333822484,0
-856756.6319309706,1
3380126.9085581345,1
-490563.56353874144,0
-779169.999696944,1
-856756.1309984259,0
-856756.041539494,1
-856756.0417391203,1
-678994.1485071077,0
-856755.9979861819,1
-856755.99845541,0
-856756.0463419032,1
-800559.1491066036,1
-856757.1141685245,1
-856374.1464254757,0
-856754.8570089531,0
4841219.329055779,1
-323224.3526068599,1
-856572.9491702957,0
-856755.9990685323,1
-856745.1204497082,0
4841219.329180336,1
-170207.2160161914,1
-793592.0111781385,1
-856133.9903670792,0
4850414.328893212,1
-856756.8977060226,1
-667695.8023529389,0
-856756.7050110331,0
-370902.4407928311,0
-856732.0134424441,1
-331422.00528119656,0
-649483.0172015625,0
-856756.2015286913,1
-810056.1823643472,1
-856756.6989009242,1
2233407.984916804,0
-856755.9979958571,1
-856756.860524742,1
-856756.7060879973,0
-854899.8704769759,0
-669934.4158727425,0
-856756.8616848175,0
-628713.515384845,0
-701839.4739543011,0
-834545.2057418698,1
-856757.1714383066,1
-856212.6744690607,0
-856707.8466656705,0
-856161.9118315427,0
3607084.42453347,0
-856727.005791049,0
-856756.8554621756,1
-851537.4060556971,0
-856755.999567188,0
2344798.7763733733,1
-508557.2967134747,0
-856113.2713503727,0
1294754.8379600435,1
911648.9800123385,1
-856755.9980615011,1
4841219.32918067,1
-851288.8772483753,0
-856756.3898933955,1
-856745.1143442715,0
1403215.5037552626,0
-856757.1142510903,1
-848148.9986958982,0
-828707.9263791908,0
4841219.329194194,1
-856756.0299888598,1
-690699.1732393685,1
-856756.3690181633,1
-856736.4118416314,1
-834099.3193856234,0
-856756.0080209244,1
-856755.9981260867,1
-856757.1141408989,1
-852391.4024233702,1
-856756.0765234875,1
4378257.6944999155,0
4850414.32893178,1
-274680.0509907014,0
-856756.6989176397,1
-856756.708182909,1
-856755.9981836971,1
-856756.5216334353,0
-790750.9990441914,1
-856756.7408589001,0
-834424.0864021941,0
-854514.1696109017,0
-856756.0454018888,0
-855238.8740088041,0
3009115.953877484,0
4841219.329157124,1
-856745.118713732,0
-856756.6833787228,1
-856756.9092290249,0
-856757.0006529987,1
-856756.0318997541,1
-856756.0251737081,1
-768218.0580749238,0
-856756.8540908569,1
-802804.7644258633,0
-856756.8546691434,1
-856756.0290366997,1
-856756.5441731731,1
-856756.0479972668,1
25560.981298083207,1
967220.7374355948,0
-856756.0046291202,1
-856757.1470873159,0
-849334.2201704768,0
1007069.9432313178,1
2842894.6482097544,0
-755455.8560682237,0
4850414.328916199,1
1664284.7264623814,0
-856756.643963247,1
-856745.1134885625,0
-856755.997995866,1
-854565.1517527233,0
-856757.2232657511,1
9456591.074635144,1
-856756.0253822231,1
3198357.9420320527,0
-856211.6750151392,0
-795264.9359766855,0
-549857.1415424256,0
-839983.0553167466,0
-811623.1337386172,1
-856756.0309329679,1
-848213.4335308227,0
-856343.9368395135,0
4850414.328915975,1
4850414.328927829,1
-606785.1496476966,1
-856756.5715725159,1
-856756.4155291624,1
-390674.0476994057,0
1724116.7121125604,1
-856756.0471576756,1
-754771.8116148276,0
-856756.0021767296,1
-856757.2225455326,1
-856756.320045436,1
-856756.1551245179,0
-856756.0971924798,1
-856755.9974059501,1
-833341.9248224333,0
-856756.0236559951,1
-854450.1556495794,1
4850414.328791419,1
-856756.4299437802,1
-772946.8592944893,0
-856756.0990714252,0
-856755.9980361435,1
-647533.7401624458,0
-854567.1516014294,0
-853560.9972091297,0
-856756.5388407895,1
-842472.9212771786,0
-856756.0161851689,1
-600385.0046520145,0
-231603.69272093102,0
-832750.8119101649,1
-681465.7134938147,0
-838793.1085404711,1
-856756.6468010715,1
-856756.698920854,1
-856756.8735982695,1
-856745.1135696893,0
-474761.2160239551,0
-856755.9990746854,0
-415609.2497043667,0
-856756.8547312832,1
-99037.1495497193,0
-856756.0048953074,1
-856756.5440086481,1
-856757.2382916545,0
7739911.746594548,0
-856377.7616889663,0
6919462.274943193,1
-856756.372590928,0
3734535.454351257,1
-856755.9979422004,1
-849733.8536366767,0
-852087.2605346738,1
9750497.576663304,1
-855775.1614565661,0
-856694.1348781417,0
-232645.01601230737,0
-856756.9599095575,1
-853610.3236128774,0
-856756.2091674631,1
-757917.3037584564,0
-856757.1141367394,1
-856755.9991318609,0
-856756.0159618901,1
-856756.4005101625,1
-856756.1508734484,1
-854660.6242728296,0
-856757.1907218267,1
-856756.0121104082,1
3006171.3554925504,0
-224755.38770300348,1
4850414.328923801,1
-856756.6429235584,1
-856755.999034667,0
-856756.9072866039,1
-855734.9985126649,0
-856757.1141257767,1
4841219.329184344,1
-818671.2768708563,0
-802893.0021533966,0
-856756.2566411505,1
-843248.1830737954,0
-856756.9247596823,1
2155511.7443429893,0
4850414.328913953,1
2010925.689163657,0
-856197.2017329965,0
9195313.223517038,1
8699234.314490786,1
-856755.9979946595,1
34573.9907669517,0
-856756.1686261493,1
-856757.1141469814,1
-856756.0011068552,0
-856756.0463987553,1
4500735.644137206,0
-856757.1141449419,1
-836158.1683247506,0
1799372.9691258436,1
-856756.1314505789,1
-856757.1146285163,0
-856756.5805430288,0
6518891.820732089,1
-779321.7964746624,1
-797121.9747108059,0
-856755.9983304427,1
-856756.37583756,1
-747331.3201316829,1
-856757.3527916494,0
-856755.9982897773,1
-856756.8876571539,1
-854570.1516609307,0
-856756.1545724891,1
-856756.413136428,1
-452843.19243247644,0
-856755.9985011456,0
99514.9298377044,0
-856755.9981115637,1
372310.6012190465,0
-856756.007550966,0
-836875.3173020512,0
-856755.9982643094,1
-856756.854250427,1
-839609.1000356314,0
-323324.0172455108,1
-856756.0116085646,1
1104306.7189619234,1
-856756.4560396606,1
-852065.2595321791,1
2015366.0386314834,0
637849.9549682151,0
131658.95377961267,1
-853232.9989328681,1
-856757.1143295697,1
-844336.253644175,0
-856756.4226127029,1
1222213.85960561,0
-854569.1516300939,0
-856756.8545271505,1
-856755.9982064306,1
-236892.94488996104,0
-856755.9991413283,0
-856756.0498967736,1
-856757.0960921776,1
-856610.4612279099,0
-829073.0013157468,1
-856756.3897541895,1
-842251.139719046,0
-856756.8232071666,0
-856745.1135465961,0
-791884.9991441849,0
2663546.372883823,0
4959860.326575083,1
-856756.0899663321,1
1401278.2069898117,0
4535302.759577181,1
-856641.9141300749,0
-842700.0064641447,0
-342326.4858425089,1
-855620.4236132209,0
-382902.00464492186,0
-855339.319183869,0
-856744.1137939264,0
-856756.6989210465,1
-856756.5288323524,1
-856756.6391859344,0
86661.8948898071,1
418299.24118441914,0
-856756.2005281217,0
2622292.4894666425,0
-851094.6827830538,0
-848597.0451847627,0
-856756.855859379,0
-856754.856292811,1
-764905.4364483046,0
-856756.6987849645,1
-716375.2310206469,0
-856756.2403678652,1
-579383.2893490518,0
-856744.1139760014,0
-629415.0377001656,0
-856756.3896900319,1
1011909.9776007003,0
-856757.0611415446,1
-834545.2057381182,1
2744778.758906272,0
287273.63410383917,1
5568274.645229303,1
-856755.9987972218,1
-856755.9983864109,1
-856756.2660986951,0
-97647.37244816578,0
3678711.322037581,1
-783833.067445379,0
-828496.3071106414,0
-856756.9072864923,1
-828338.9260903992,0
86661.89502575388,1
-249250.913706503,0
-856756.2896730443,1
-856667.7062748246,0
-830140.7492653538,1
3720413.9447862976,0
1256310.9751148853,0
-856756.6391060379,1
-679949.2856192845,0
-856756.0071802054,1
-100840.9521409584,0
-856756.028062127,1
1305171.6786626494,1
-37523.377338642604,1
-843308.9984691513,0
-856756.8558242202,1
-854569.1514984495,0
-856756.4568400352,1
1515636.5615379927,1
-428718.74109585985,0
5723792.895004715,0
-856756.3896260395,0
-856756.6683552392,1
-856756.8688460396,1
-478005.6793790159,1
-848631.2399615409,0
-854185.3669424474,0
-856756.5684466088,1
-856756.4714913445,1
-856756.7476717568,0
-854724.1919209285,0
1999377.1089558885,1
-672984.0012002105,0
4850414.328920431,1
-856756.0086351113,1
1414848.6150952578,0
795368.1106867838,1
-856756.0100249412,1
-834783.2954996581,0
-802094.7035356751,0
-856756.0105343153,1
-808194.2343509014,0
-856756.3190584328,1
7730418.891284019,0
-856187.1976957129,0
-856756.3899270534,0
-856383.811541111,0
7381280.747492343,1
-852391.4024358357,1
-372084.31607162266,0
-856756.2896858219,1
4850414.329064657,1
4841219.329180336,1
2071992.817972274,0
-852117.2606287544,1
-856756.2932811212,1
-311583.506457831,0
-856572.9496151464,0
4850414.3288928205,1
-849304.0301316858,0
3521681.6336072874,1
-852062.9985755841,0
-151688.07650003268,1
-770294.9032449324,0
-856756.1363553171,0
-854085.3513449408,0
-856756.0162008383,1
-684625.0057820217,0
-856756.1499377684,1
-856757.1835987122,0
-761392.5127538014,0
-856756.1900580942,1
7832042.8941828925,1
-856435.0253030468,0
9682907.24993878,0
-737297.9653743557,0
-856756.2059387021,1
-856756.0005647386,1
-856756.7970486403,0
-856744.1136561729,0
-856756.4246936002,1
-856757.2678691644,1
-854463.0838700103,0
4841219.329150939,1
-856756.3706007628,1
-856756.1590529394,1
-856756.041496837,1
4850414.328918202,1
-399343.1645764851,1
-855062.1755952972,0
-592235.1419368,0
-856732.0133901574,1
-856756.2503326061,1
-777170.9990486979,1
-856756.0040089092,0
9551257.078747109,1
110915.98969423305,1
4841219.329173089,1
-856756.8228555333,1
-856756.01576007,1
4850414.328918093,1
-856756.429707294,1
-856756.3898166651,1
-856756.2134376059,0
-856755.9984312913,1
-825231.4726890336,0
-856068.0559850743,0
-396292.68733141065,0
-837539.8300290115,0
-856756.7662934622,1
-856756.1321546792,1
-708286.0001897262,0
-773947.0000010267,0
1156506.227290445,0
-795098.9993540574,1
-849946.7499780718,0
-856756.5393034796,1
-677334.1736473038,0
-856756.3896717275,1
-856755.9991712449,1
-423201.5887078519,0
1659577.8889261335,1
-618726.7480568613,0
-739577.3661348755,0
-856749.4082061875,0
-856756.3899967946,1
-856756.0157562647,1
4850414.328814624,1
4850414.328906612,1
-856609.4607866089,0
-854507.0832698011,0
-856756.8545137116,1
-856756.4020929042,0
-853994.1705474443,0
-856756.0120906658,1
-325656.420599477,0
-814225.9470846436,0
-856756.2315994424,1
-855593.000294751,0
6771039.611271632,1
525552.8052449907,1
1631776.9705397259,1
-856756.3898101987,1
-854569.1517557865,0
17368.63293459348,0
-856745.1140797837,0
-855462.8436525065,0
6489503.574057366,1
355189.8296869508,1
-677922.4076521139,0
-856755.9983031953,1
5322427.191692943,0
-734034.010695446,0
-856756.0436448185,1
-856756.0275588849,1
-854569.1517642069,0
6094291.766976306,0
-839819.1817829491,0
-853985.6892433397,0
-856755.9982772786,1
-856446.8123592717,0
3845825.296621843,0
-856756.2130424309,1
2659791.3730577873,0
-856755.9983096352,1
-856756.0417063935,1
-691858.366455418,0
-848227.4062607051,0
-856745.1136523831,0
118980.67548301595,0
-856209.2034938963,0
-726399.910391701,0
-364726.3039616418,0
-855288.899381359,0
-788864.0202297282,0
-31332.37867211539,0
-804314.2338875873,0
-855858.0085087223,1
-855144.0388392874,0
-834545.2058143181,1
4972058.326283445,1
8046133.861145239,1
-643183.00176211,0
-287093.36343378376,0
1864319.6437852518,0
-834924.5591793499,0
-854353.9252468554,0
-856756.7456654526,0
-856757.1140995797,1
-255754.75522501324,0
-856756.9517663083,1
-856755.9978831875,1
-856756.0406962407,1
-596686.5112834892,0
-856756.4299726591,1
-856757.1141499946,1
-593952.0654316029,1
-856756.8541030631,1
5988821.851410523,1
-724297.3572606589,1
-128679.08089489304,1
-856755.9985041263,0
-306221.8045882697,0
-856756.8494267041,1
-855769.1615708267,0
-856755.99832836,1
-856754.856843038,0
-856755.9980015017,1
3333103.4987139665,1
-856755.9980948685,1
-855062.1761732076,0
-343939.9243273233,0
7652748.817959828,1
661519.4876223427,1
-856757.1830446502,1
-856756.0159599492,1
-478840.2383880349,0
-852087.2605147372,1
3912699.221796051,1
4655440.93293855,0
-856756.0530633072,1
-855117.3658115919,0
-853239.921099504,0
-794434.9994165752,0
-856756.0241935889,1
-856756.1373344767,1
-856756.0715663822,1
-773378.3568482841,1
-856756.6860515267,1
-856756.7241470258,1
-856756.2981795808,1
-856756.5187237601,0
-856472.762158907,0
-856756.0081066487,1
-856756.0080791322,0
-856756.541911509,1
-540880.3871165367,0
-856756.0581156029,0
-854083.2416247801,0
2929631.4689694815,0
-856756.8546736478,1
-834117.3569682738,0
-756742.4232553152,0
-856757.3364231951,0
-856073.0548607269,0
1265319.974970899,0
-549232.4880194527,0
-856756.0164659766,1
-856756.6988684365,1
6620675.907537316,0
-856756.1006437934,1
4850414.329059319,1
-584925.3046382617,0
-616101.3029970821,1
-856757.1153804595,0
-856756.0161588922,1
-856756.5399315376,1
-856757.1163219217,1
-716563.3745226036,0
-838004.4900615169,0
-842839.4199547643,0
-675211.0162050778,0
-421621.5905258883,0
-856756.6325758296,1
-11077.660767348134,0
1846434.6772877271,0
-856756.3692167018,1
-775355.2904219568,1
-852391.4024287466,1
-449722.81781307404,0
-856757.20182001,1
-856756.1324504073,1
-856756.1561860344,1
-838793.1085059235,1
-856755.9986226726,0
-856757.1141651293,1
-856756.8557060685,1
-854567.1515573862,0
1803586.629666329,1
4850414.329059208,1
-824124.2289033984,0
-856756.2558918312,1
-850724.8588001509,1
-853552.9457820687,0
-856756.1277827299,1
-14345.27423962159,1
5572175.553632005,1
-856757.1141047954,1
-856755.9985740896,1
4959860.326506783,1
-856756.295467119,0
-856756.2129895524,1
5282310.5148878675,1
-289863.3580719562,0
-856756.389682266,1
-640962.0088852603,0
-751476.0001469015,0
-843044.7423641736,0
-856757.0200492883,1
-842345.9202439497,0
-856756.4296957446,1
96965.9878618851,0
-856756.2904267953,1
-851488.048305926,0
-337147.86315112264,0
-855943.2267435829,0
-856756.8590940698,1
-854743.1922068201,0
2419729.9244101373,0
-820315.0722757177,0
-852115.259381848,1
-844241.2537344624,0
2925595.884367259,1
-850464.4005981518,0
-838652.1089712593,1
-856756.7972379948,1
-856755.9984736906,0
-852589.5164351598,0
-856756.1250036191,1
-804578.1298448036,0
-856756.0161988327,1
-855757.8542044247,0
2417757.752879492,1
-819187.998840613,0
-856756.0185156473,1
-701457.3516747599,0
-849249.1930080184,0
-856756.8479187242,0
-856756.0151357386,1
986449.6631955631,1
-76239.7133580452,0
-851353.5072194851,1
-834545.2057733624,1
-743422.0468421046,0
-844241.2538487281,0
-844361.9202053597,1
-856749.4080937578,0
-854162.3673302826,0
-856756.005747222,1
-146253.18670729536,1
-856756.870051815,1
-856756.0005195945,1
-715786.2101117957,0
3658146.8098771,1
1585816.9702315773,0
4841219.3290789835,1
-856736.4119025451,1
-856635.4002333082,0
-734603.0022122533,0
4972058.326271432,1
651404.5129180978,0
-856756.2495810142,0
4434079.8074271595,0
-854567.1515784287,0
-851727.3075162265,0
-856756.0484297901,1
3943870.9426670405,1
5219020.271457587,0
-855792.160851235,0
-856757.0322397093,1
355189.8296662717,1
-856756.8815897783,1
-856757.1141429724,1
-842856.5660292103,0
-856756.8554434347,1
-856756.4023049482,1
7297649.869471914,0
8667338.726298932,0
4850414.328906667,1
6788295.610905529,1
-856755.9982375449,1
-856134.9904528769,0
-838317.3658858027,0
-856756.7947747058,1
-856756.3897779086,1
266267.4457646512,0
2024621.8147612908,0
-856756.0148040289,1
-856756.0757410447,0
-856756.6219595452,1
-854689.4230549047,0
-856756.4625025004,1
2741246.8798290943,0
-856756.7319881613,1
-480282.3019777766,0
-856756.8767455467,1
-459470.12633566116,0
-823648.2282822162,0
-856757.1141499946,1
86661.89500235207,1
-856756.712888163,1
-856755.9981604062,1
5287175.564368628,1
-856756.3803525917,0
-381791.0041768105,0
-727583.293440747,0
-856129.199352333,0
-855867.859071276,1
-811934.1334456463,1
-856756.5854697623,1
-226507.6583761844,0
-856756.1291664559,1
627085.3157293495,1
-856756.8558647723,1
-856756.3295559891,1
-170207.21588887554,1
-856756.4759835714,1
-856757.1142394072,1
2500380.811978505,0
-855722.998522999,0
-854185.367272408,0
-25332.206164826406,0
-778068.9761281048,0
-856757.1141223196,1
-856757.1142253658,1
-753989.1950647375,0
-856756.8700067268,1
-856756.5391514541,1
-856756.7958397012,1
-856757.2011360492,1
-844393.2535820814,0
-856756.3582352167,1
-856756.7399056724,0
-856756.1861402515,1
-856756.2301847707,1
-632930.8942449515,0
-856756.0130372011,1
-387348.0042641582,1
-856756.0529647925,1
-856756.4030186728,1
-856756.5440476163,1
-602109.0650447174,0
-856756.9600172796,1
-856757.2229472555,1
-856756.5181547409,1
1214041.3559050052,1
-808481.9988163419,1
-856642.8227722523,0
-856756.7431455854,1
-666888.5711584715,0
-522246.1534823792,0
-856757.1141088096,1
-856756.1622981499,1
-856756.744775015,1
-856757.108737986,1
-856756.4183862826,1
-856756.0324652055,1
-856756.1532925449,1
-856756.001531709,1
-856757.1141348662,1
-846103.4358155389,0
3442602.9242897085,1
-856756.2769555694,1
-856756.8418612268,1
-856665.7061980469,0
-856756.6765165359,1
-523956.4269031174,0
2389147.960588035,0
-45349.63655255805,0
281222.4418529662,1
-854421.0854499927,0
-843275.9986204494,0
-856756.0161949397,1
4182796.5914414064,1
324663.6293287055,0
-825368.0249306983,0
-856756.471751659,1
-856756.7659103441,1
-856756.5825068492,1
-856756.6037744809,1
-601605.1595894757,0
-701140.1909126901,0
128794.39795071317,0
-856756.0427387119,1
-740521.999976167,0
-852115.2593669189,1
-130053.58549737558,0
-553438.4320984083,0
-747655.8580315358,0
-816553.0233823631,0
-856756.2539121719,1
-779849.5448185239,0
-856757.1141288459,1
-856757.1399157774,1
-856756.2979246038,1
-856756.0377264939,1
-224005.38773044967,1
-856756.0807202058,1
-855813.3508035181,0
8939167.855529776,1
-856756.0005933373,1
-509666.03979127127,0
-856755.9985440671,1
-72597.00762807345,1
-856755.9982768501,1
-835984.2585916857,0
-856756.0007634739,1
-856756.2584240108,1
-852670.2378992937,0
-141245.48753590847,0
-664019.3479202738,0
-856694.1348896418,0
-856756.1053885502,1
4152113.9071873804,1
-855441.7876045507,0
-856755.9980926751,1
-593158.2755513404,0
-856756.0434448735,1
-856756.385077086,1
633307.7218199883,0
1443085.7858209233,1
334782.98656275205,0
-856755.997957401,1
-629451.6761110924,0
-856756.0286891867,1
-856745.1132156632,0
-676827.6945961304,0
-856757.1316949049,0
-849735.3709209765,0
-855756.8543156359,0
-802709.0922713305,0
-856756.1253204274,1
4841219.329172977,1
-856157.1883056818,0
-856757.114051075,1
9602742.872298105,0
-833389.2537893981,1
-856756.0426519748,1
9356964.553327594,1
4043005.284277175,0
3572566.930366281,1
-852391.4024621374,1
-852670.2379878658,0
-835329.4037286516,0
-856755.9984887523,1
4259914.671489721,0
8565216.884781342,1
-852874.2458610247,0
-856416.0087081095,0
-547604.42846489,1
6341894.056766818,1
9242233.76093823,0
-856756.3894004117,1
-845263.1375174071,1
8312308.882941648,0
-856575.9489596823,0
-856756.6681606518,1
-830125.999263954,0
4841219.329078928,1
-856636.4002810719,0
-842345.9205413959,0
-700690.3190281051,0
-845672.2860862304,0
-856757.181444262,0
-856756.6271241944,0
-856757.114130913,1
-856757.1969262236,1
-856756.8227991841,1
2625501.1933447216,0
-856756.1318023653,1
-677686.9814689565,0
996418.633779751,0
893522.8986789737,0
4841219.329184344,1
-856745.1144304789,0
-856756.0300289048,1
2330188.5910554472,0
-544982.0150300115,0
721823.7958337694,0
5104263.568001619,0
-856756.6767196099,1
-856755.9981922606,1
-856468.1770398198,0
-856756.3564166639,1
446702.86166754144,0
-856151.188605174,0
-856756.0053213874,1
-856756.3850320535,1
-856756.1542966577,1
-856756.2608562731,1
-599572.417511194,0
-350855.0144831515,0
-501462.0028425404,0
-534197.1018296094,1
-856756.3850318303,1
-856756.3107777984,1
-856754.8568430379,0
-856756.0075485675,0
886887.8642109224,0
1151218.668305092,0
1529609.823023283,0
-444050.9105878612,0
4850414.328913897,1
-856756.2534661943,1
-818660.1222485694,0
-856757.1141319149,1
-856757.1466670879,0
-856756.0286545806,1
-856757.114139953,1
-856756.0212548663,1
-856757.1467550489,0
-856757.1141348723,1
1342727.1086292719,0
-856757.1144462844,1
537353.8633165791,0
-856756.8215551955,0
-855328.4602263512,0
-856756.011748773,1
-855945.9638895078,0
-856757.1142786699,1
-856033.5580676986,0
-852391.4024621337,1
-856755.9985384939,0
-646294.4940055663,0
-854485.0828834629,0
-824567.0242337837,0
-856756.4690624705,1
-660082.0137453309,0
-853861.7192376219,0
4850414.328906612,1
-856756.0103145599,1
-856756.292937465,1
-856756.0195861113,0
-856755.9983158262,1
-856756.1341873544,1
-856372.1466634263,0
-855104.3658899498,0
-850586.0095453517,0
-856148.7446896189,0
-832983.3138189302,0
-856756.1339508073,0
-856734.6190421798,0
-856757.4671106334,1
-636759.0109421669,0
-856756.6355892452,1
-856756.7026082886,1
-853219.9984535992,1
-834545.2058085058,1
-856755.9981726346,1
-856757.2233200959,1
-833872.3570720685,1
-856757.0851275772,1
4850414.32881468,1
-856756.8546995213,1
-856756.30999861,1
-856068.0544384259,0
-787241.9992775596,0
-846033.1546540341,0
-819527.182535589,1
-793785.2161613258,0
1512130.1807628754,0
8565216.88485618,1
-856642.8235055176,0
-856756.291823919,1
-856756.4918637099,1
-849958.8719335933,0
-856756.8545180481,1
-820642.9992501435,0
-783809.0427914016,1
-856440.3968312509,0
-856757.131517876,1
-856756.853729353,1
-856757.1146125615,0
-856756.8700518153,1
-856749.4082878813,0
-856745.1138415093,0
-856756.7404447397,1
-856756.4056831229,1
1394758.8775637834,1
-850380.2009708127,0
181444.47377732256,1
-856756.2696822573,1
-856756.3563502876,1
-856755.9991465695,1
-767627.2313406318,0
-856756.8127638578,1
-856756.3899708211,1
-856756.4667076014,1
-856757.1465489594,0
-856756.5216638673,1
2122503.708271204,1
-853015.8695686859,0
-856684.9777051284,0
3995245.7349645984,0
-638322.5763463089,0
283176.3164947807,0
-856067.3982631187,0
-856756.0068362679,0
-856756.869993992,1
7938024.892714612,1
